,Post_Content,Date,Comments_Shares,All_Responses,Brand
1026,"A gluten free Christmas with all the trimmings, starting from just £3, exclusively at Tesco. Stock up here: http://tes.co/FreeFrom","December 5, 2015",173 Comments160 Shares212K Views,758,Tesco
1028,"We've solved it — the answer to all your Christmas present dilemmas: make everyone food.
From fig and ginger jam to cranberry gin, these edible gifts are the sweetest gifts of all. http://tes.co/ediblegifts","December 5, 2015",83 Comments196 Shares,874,Tesco
1030,"Meet the Tesco Toy Testers! This Christmas, we invited 30 kids to help you choose the perfect present. See which gifts came out on top when they visited Tesco Toy Town. http://tes.co/Toys","December 4, 2015","706 Comments1,707 Shares4M Views",13K,Tesco
1032,Learn to make your own limoncello and try mixing it up with pomegranate juice and rum for a Christmas cocktail to conquer them all. http://tes.co/limoncello,"December 4, 2015",88 Comments441 Shares,948,Tesco
1034,"All cookware is included in Clubcard Boost!
Double your Clubcard vouchers. It’s never been so rewarding to bake Christmas treats and make homemade advent calendars.
Find out more here: http://tes.co/ClubcardBoost","December 4, 2015",45 Comments18 Shares832K Views,293,Tesco
1036,"Enjoy a Champagne breakfast, lunch and dinner with finest* Premier Cru Champagne. Just £14. http://tes.co/CruChampagne","December 3, 2015",304 Comments541 Shares,13K,Tesco
1038,"Decorating your home all Christmassy this weekend? Why not make a statement light using a hula-hoop and a set of sparkly fairy lights.
http://tes.co/HulaHoopLights","December 3, 2015",373 Comments598 Shares875K Views,3K,Tesco
1040,"Christmas is for giving. With our Neighbourhood Food Collection, donate a long-life product in-store to those in need and we'll add 30% to donations. tesco.com/food-collection","December 3, 2015",153 Comments241 Shares,1.6K,Tesco
1042,"Spread the Christmas cheers! Stock up for the festive season with 1 litre spirits, now just £15. http://tes.co/Spirits","December 2, 2015",806 Comments743 Shares,8.2K,Tesco
1044,"Delicious, smoky one pot Pulled Pork Stew with Beans and Peppers. Cheap, easy and saves on the washing up! Find the recipe here: http://tes.co/PulledPorkStew","December 2, 2015",329 Comments360 Shares683K Views,927,Tesco
1046,"Calling all office party planners, hide your photocopiers and fill the snack table with blinis.
Follow our step-by-step to master the crowd-pleasing pancake.
http://tes.co/blinis","December 2, 2015",32 Comments194 Shares,820,Tesco
1048,"If food could give hugs, these nourishing, comforting soups would give the best ones ever. http://tes.co/healthysoups","December 1, 2015",60 Comments157 Shares,1K,Tesco
1050,"Small, sweet and salty, these juicy clementines dipped in chocolate and sea salt make sumptuous festive treats that are perfect for sharing (or just for you, we won't tell).","November 30, 2015",218 Comments373 Shares769K Views,2.2K,Tesco
1052,"Already planning what to cook for Christmas? If you choose gammon, scoring the fat allows the glaze to penetrate the meat while also making it extra crispy.
http://tes.co/festivegammon","November 29, 2015",190 Comments808 Shares,5.5K,Tesco
1054,A simple feast to fuel the family. Our ratatouille eggs recipe is a one pot wonder. Find the recipe here. http://tes.co/RatatouilleEggs,"November 29, 2015",66 Comments184 Shares352K Views,532,Tesco
1056,"Planning a night out for the festive season?
Now even designated drivers can enjoy some fizz, with finest* Prosecco & Elderberry Crisps.
http://tes.co/ProseccoCrisps","November 28, 2015","2.7K Comments2,652 Shares",16K,Tesco
1058,Being gluten-free shouldn't stop you from enjoying festive foods. Find inspiration from these tasty recipes… http://tes.co/glutenfreechristmas,"November 28, 2015",244 Comments456 Shares,1.5K,Tesco
1060,"If you build a snowman out of biscuits, is it still a snowman, or a biscuit man? http://tes.co/snowmenbiscuits","November 28, 2015",344 Comments564 Shares490K Views,1.7K,Tesco
1062,"We’ve extended Black Friday bargains over the weekend at Tesco Extra stores, with HD TVs reduced by up to £150.
http://tes.co/AllBlackFriday","November 27, 2015",423 Comments183 Shares,665,Tesco
1064,"Get into the Christmas spirits! Stock up for the festive season with 1 litre spirits for £15.
http://tes.co/Spirits","November 27, 2015",995 Comments800 Shares,7.6K,Tesco
1066,"Meet Anya, the UK's very first professional Christmas Tree Light Untangler. Here she is with 6 top tips for keeping your lights in order, leaving you more time to make the most of the festive season.","November 27, 2015",147 Comments167 Shares407K Views,579,Tesco
1068,We've just hired the UK's very first professional Christmas Tree Light Untangler to help reduce the nation's stress levels during the festive season. Meet some of the quick-fingered candidates who applied for this very special job.,"November 27, 2015",171 Comments138 Shares534K Views,823,Tesco
1070,"Why have plain white marshmallows when you could have cute, colourful dip-dyed marshmallows? Use them to decorate cakes or put them in pretty packaging to give as a present.
http://tes.co/CookingTips","November 27, 2015",148 Comments472 Shares416K Views,1.4K,Tesco
1072,"For a party-perfect Gin Fizz, pour a glass of Prosecco and add a dash of our finest* Sloe Gin.
Or if you’re after something with a little extra festive cheer, a Pink Bauble is Christmas in a cocktail. http://tes.co/PinkBauble","November 26, 2015","2.1K Comments4,284 Shares",19K,Tesco
1074,Keep your little ones happy and dry for less with our new lower price. Get two large packs of Pampers for just £14. Available online and in store: http://tes.co/PampersDeal,"November 26, 2015",38 Comments20 Shares,109,Tesco
1076,"Happy Thanksgiving to all those celebrating!
Just incase you needed even more of an excuse to eat turkey, this one is flavoured with a delicious date, pancetta and rye bread stuffing. http://tes.co/turkeyrecipes","November 26, 2015",262 Comments343 Shares,8.3K,Tesco
1078,"Get stocked up for Christmas this week with 25% off when you buy six or more bottles of wines (even the award winners).
Whatever the occasion, we have the perfect partner.
http://tes.co/25OFF6","November 25, 2015","1.2K Comments1,206 Shares",7K,Tesco
1080,Warm up winter with this vibrant Moroccan style Chicken Soup. Full of wonderful flavours and all cooked in one pot. Find recipe here. http://tes.co/MoroccanChicken,"November 25, 2015",39 Comments225 Shares225K Views,415,Tesco
1082,"Before you look at these yummy ways to cook Brussels sprouts, we'd better get *that* question out of the way:
Are you a sprout lover or a hater?
http://tes.co/sprouts","November 25, 2015",2.9K Comments672 Shares,9.5K,Tesco
1084,"Add extra sparkle to their Christmas with Clubcard Boost!
Turn £10 of Clubcard vouchers into £30 to spend on a loved one at Goldsmiths (or treat yourself, we won’t tell).
http://tes.co/ClubcardBoost","November 24, 2015",46 Comments60 Shares439K Views,423,Tesco
1086,"Get ahead on your Christmas shopping with our half price flash sale on selected toys - ends this Wednesday.
http://tes.co/XdL9In","November 24, 2015",98 Comments68 Shares,243,Tesco
1088,"From a chai-spiced old fashioned to sweet sparkling pink sangria, celebrate the festive party season with these Christmassy cocktails http://tes.co/festivecocktails","November 23, 2015",10 Comments19 Shares,107,Tesco
1090,"From warm goat's cheese and kale, to roasted carrots and smoked mackerel, these recipes prove salads can be mouth-wateringly hearty too.
http://tes.co/heartysalads","November 23, 2015",64 Comments177 Shares,986,Tesco
1092,"Savour Sunday with this utterly delicious Normandy style Chicken. Quick, simple and only needs one pot!
Click here for recipe: tes.co/pot1","November 22, 2015",51 Comments205 Shares459K Views,448,Tesco
1094,"Have your wishes at the ready — it's officially Stir-up Sunday!
Here are ten of our favourite Christmas cake recipes...
http://tes.co/christmascakes","November 22, 2015",278 Comments628 Shares,10K,Tesco
1096,"Cutting into these gluten-free fishcakes reveals succulent smoked haddock, and a creamy melted cheese and chive sauce centre. Weekend dinner bliss. http://tes.co/gffishcakes","November 21, 2015",492 Comments551 Shares,10K,Tesco
1098,"Baking this weekend? Here's an easy way to decorate your cupcakes with pretty two-toned roses.
http://tes.co/easybaking","November 21, 2015","2.1K Comments2,344 Shares1.5M Views",12K,Tesco
1100,"The best way to espresso your love for vanilla ice cream is to pour a shot of rich, warm coffee over the top — bellissimo.
http://tes.co/festivedesserts","November 20, 2015",223 Comments342 Shares726K Views,2.3K,Tesco
1102,"The fast way to sloe gin? Choose a bottle of our finest*.
http://tes.co/SloeGin","November 19, 2015",280 Comments261 Shares,1.8K,Tesco
1104,"Best things ever:
1. Putting on pyjamas
2. Climbing into fresh bed sheets
3. Melting chocolate into warm milk...
See More","November 18, 2015","1.4K Comments1,703 Shares825K Views",9.5K,Tesco
1106,"Meltingly tender and infused with spices, try something new with this gorgeous Korean Pork Stew.
Hearty, healthy and cooked in one pot to save on washing up! http://tes.co/KoreanPork","November 18, 2015",94 Comments270 Shares480K Views,754,Tesco
1108,"When it comes to making simple yet scrumptious dinners, salmon is our hero. http://tes.co/easysalmon","November 17, 2015",88 Comments144 Shares,1.7K,Tesco
1110,A quick way to give your dinner extra flavour? Add herbs to softened butter then melt over your food — mmm. http://tes.co/CookingTips,"November 16, 2015",127 Comments291 Shares914K Views,2.4K,Tesco
1112,"Keep cosy in the colder months with these lovely, warming seasonal ingredients.
http://tes.co/seasonalingredients","November 16, 2015",14 Comments6 Shares,44,Tesco
1116,"Give your cake an instant makeover (or cakeover) by scattering your favourite sweets on top decoratively.
http://tes.co/cakedecoration","November 14, 2015",742 Comments969 Shares836K Views,6K,Tesco
1118,"These easy-to-make-and-totally-delicious Parmesan crisps are the only Friday night plans you need...
http://tes.co/partyrecipes","November 13, 2015",169 Comments311 Shares557K Views,1.1K,Tesco
1120,Glorious gluten free party profiteroles - hard to ignore at £1.50. Available in-store and online. http://tes.co/profiteroles,"November 12, 2015",1.4K Comments769 Shares599K Views,3K,Tesco
1122,"Hello, midweek meal heaven calling!
http://tes.co/healthymidweek","November 12, 2015",62 Comments246 Shares,1K,Tesco
1124,Get in the party spirit for less with Louis Delaunay Champagne at just £9 a bottle. You’ll have everyone popping over for a flute. http://tes.co/LDChampagne,"November 11, 2015",273 Comments331 Shares204K Views,1.7K,Tesco
1126,Lest we forget.,"November 11, 2015",25 Comments58 Shares,827,Tesco
1128,"All toys are now included in Clubcard Boost!
Double your Clubcard vouchers and get those must-have Christmas toys for less.
Find out more here: http://tes.co/ClubcardBoost","November 10, 2015",372 Comments213 Shares1.5M Views,1.9K,Tesco
1130,Melt herbs and garlic into creamy Camembert for a mouth-watering cheesy fondue http://tes.co/camembertfondue,"November 10, 2015",15 Comments9 Shares,85,Tesco
1132,"From crunchy crisps to soothing soups, kale never fails to make us feel better. http://tes.co/kalegallery","November 10, 2015",284 Comments547 Shares,10K,Tesco
1134,"Make the most of seasonal apples and pears by transforming them into these mouth-watering recipes.
http://tes.co/applesandpears","November 9, 2015",67 Comments183 Shares,837,Tesco
1136,Calling all peanut butter lovers — this sweet and speedy banana based ice cream is a heavenly hump day treat.,"November 8, 2015","1.4K Comments1,466 Shares1M Views",3.8K,Tesco
1138,"No, this isn't a dream. You really can make a heavenly roast dinner in under an hour.
http://tes.co/speedyroasts","November 8, 2015",58 Comments135 Shares,873,Tesco
1140,Light up your cupcakes at belated Bonfire Night parties with fantastic flaming frosting…,"November 7, 2015",113 Comments118 Shares604K Views,1K,Tesco
1142,"From fried eggs with sunny-coloured yolks to warm and melty quesadillas, weekend brunches are the best.
What's your favourite brunch recipe?
http://tes.co/brunchrecipes","November 7, 2015",223 Comments314 Shares,8.4K,Tesco
1144,"To mark Remembrance Sunday, and in support of the Royal British Legion Poppy Appeal, we’ve put poppies on some of our store signs.","November 7, 2015","1.3K Comments2,132 Shares",43K,Tesco
1146,"We’re very excited to announce that 22 of our products have won at the Quality Food Awards, along with 26 highly commended and 12 commended products.
Why not give our winning Revisionist Rye Pale Ale a try tonight? http://tes.co/paleale","November 6, 2015",6 Comments,33,Tesco
1148,"It's officially November, which means evenings are all about staying indoors with one of these warming drinks *cosy sigh*. http://tes.co/warmingdrinks","November 6, 2015",5 Comments14 Shares,59,Tesco
1150,"Our finest* range has only gone and won three British Sausage Week awards!
Give the winners a try in these sizzling sausage recipes and set your Bonfire Night off with a bang(er).
http://tes.co/sausagerecipes","November 5, 2015",137 Comments209 Shares,1.3K,Tesco
1152,"Clubcard Boost is back!
Double your Clubcard vouchers on all stationery, so you (and the kids) can add some extra sparkle to those Christmas lists.
Find out more here: http://tes.co/GsyLYf","November 4, 2015",108 Comments36 Shares241K Views,482,Tesco
1154,"Nothing makes us go ""ooooh"" or ""aaaaah"" quite like the sight of toffee apples (sorry fireworks).
http://tes.co/toffeeapples","November 4, 2015","151 Comments1,095 Shares",1.8K,Tesco
1156,"Cure being chilly with chilli — this spicy South American version is wonderfully warming.
What are your favourite ingredients to add to chilli?
http://tes.co/chilli","November 3, 2015",535 Comments643 Shares,6.8K,Tesco
1158,"Giving your sweet, sticky toffee apples a salted caramel twist makes this classic autumn treat extra tasty http://tes.co/saltedtoffeeapples","November 2, 2015",21 Comments18 Shares,211,Tesco
1160,"From exotic brunches to evening treats, there's plenty of tasty ways to not let your leftover ingredients go to waste...
tes.co/Leftovers","November 2, 2015",262 Comments552 Shares,9.2K,Tesco
1162,"Taking part in Movember this year? Broccoli, hazelnuts, kidney beans and peppers help maintain and stimulate healthy hair growth, essential for terrific 'taches.","November 1, 2015",241 Comments351 Shares,3.8K,Tesco
1164,Never settle for normal shaped breakfast eggs again — fry them in fun cookie cutters instead!,"November 1, 2015",343 Comments629 Shares984K Views,3.1K,Tesco
1166,"We've got the drinks, who's got the cup? New Zealand v Australia, 4pm","October 31, 2015",346 Comments175 Shares,7.4K,Tesco
1168,"Happy Halloween! Grab your cauldrons and give these shuddersome shrunken heads in cider a go *evil cackle*...
http://tes.co/shrunkenheads","October 31, 2015",116 Comments676 Shares,3.9K,Tesco
1170,"From dehydrated Draculas to parched poltergeists, these 10 spine-chilling drinks will satisfy all bloodthirsty Halloween guests.
http://tes.co/halloweendrinks","October 30, 2015",93 Comments428 Shares,3.2K,Tesco
1172,"The best thing about spoiling your family with these wonderful weekend recipes? You get to eat them too.
http://tes.co/FamilyTreats","October 30, 2015",105 Comments255 Shares,3.6K,Tesco
1174,"Clubcard Boost is coming!
Boost your Clubcard vouchers from 2nd November to double your value for double the fun, just in time for Christmas.","October 29, 2015",118 Comments131 Shares174K Views,772,Tesco
1176,"Guys and ghouls, get ready to throw a monster bash like no other with these 10 spooky Halloween treats.
http://tes.co/spookysnacks","October 29, 2015",132 Comments590 Shares,6.9K,Tesco
1178,"There’s something for all the family with the Tesco Brand Guarantee. It means if your branded shop is cheaper at Asda, Morrisons or Sainsbury’s, we’ll give you money off your bill, at the till. Checkout with confidence as your branded shop will never cost more at Tesco.
Find out more here: http://tes.co/BrandGuarantee","October 28, 2015",90 Comments31 Shares833K Views,353,Tesco
1180,"Fragrantly flavoured *and* it only takes 10 minutes to prepare — this Thai green curry is a mid-week meal dream.
http://tes.co/thaicurry","October 28, 2015",132 Comments811 Shares,3.5K,Tesco
1182,"Do you dare try these sugar free creepy crawly jelly worms...
http://tes.co/halloween","October 27, 2015",594 Comments785 Shares976K Views,1.4K,Tesco
1184,"Shaken, not stirred. Treat yourself to a Pear & Elderflower Martini for the Spectre release. http://tes.co/iDLDlC","October 26, 2015",354 Comments619 Shares,10K,Tesco
1186,"Slipping into big cosy jumpers and tucking into these creamy, warming soups as the early evenings settle in — we <3 autumn.
http://tes.co/SoupGallery","October 26, 2015",227 Comments585 Shares,8K,Tesco
1188,"Is it your turn to make breakfast in bed? Give this super simple breakfast in a mug a go...
tes.co/breakfasts","October 25, 2015",237 Comments883 Shares571K Views,1.8K,Tesco
1190,Get your rugby drinks ice cold in a flash with this emergency chiller hack. Cheers! http://tes.co/FiveRugbyTips,"October 24, 2015",46 Comments136 Shares410K Views,443,Tesco
1192,"Whether boo-tastic bananas or scary satsumas, healthier Halloween treats can be just as spooktacularly sweet...
http://tes.co/healthyhalloween","October 24, 2015","262 Comments1,297 Shares",5.8K,Tesco
1194,"Flavoured with sweet pumpkin puree and a generous drizzle of caramelised apple, these comforting gluten-free and dairy-free waffles will warm up any chilly autumn day.
http://tes.co/pumpkinwaffles","October 24, 2015",6 Comments12 Shares,60,Tesco
1196,"From quinoa to sports drinks; with the Tesco Brand Guarantee, if your branded shop is cheaper at Asda, Morrisons or Sainsbury’s, we’ll give you money off your bill, at the till. Checkout with confidence as your branded shop will never cost more at Tesco.
Find out more here: http://tes.co/BrandGuarantee","October 23, 2015",145 Comments68 Shares1.1M Views,1K,Tesco
1198,Bags for Good Causes. Help decide where your Bag Charge goes. Nominate a local park or green space that needs a little love: http://tes.co/CommunityScheme,"October 23, 2015","795 Comments1,011 Shares",11K,Tesco
1200,"For fluffy spiced rice in under ten minutes, add spices to 200g rice,100ml stock, then pop in the microwave for 9 minutes.
http://tes.co/curryrecipes","October 23, 2015",134 Comments679 Shares387K Views,1K,Tesco
1202,Making this horrible head in a jar is sure to give your Halloween guests a fright.,"October 22, 2015",58 Comments196 Shares47K Views,303,Tesco
1204,Trick or treat! Welcome to our terrifying Tesco Spookermarket where the customers are in for bit of Halloween fun...,"October 22, 2015","17K Comments158,375 Shares16M Views",276K,Tesco
1206,"Proof that scrummy snacks can be good for you too.
http://tes.co/healthysnacks","October 21, 2015",117 Comments289 Shares,3.7K,Tesco
1208,"Whether adding it to your morning cup of coffee or baking something beautiful, this clever trick will keep your brown sugar soft for whenever you need it.
tes.co/autumnbaking","October 20, 2015",163 Comments348 Shares929K Views,1.4K,Tesco
1210,"Dressed in dastardly decorations and frightening frosting, these creepy cakes make scarily good Halloween showstoppers. http://tes.co/creepycakes","October 19, 2015","1.1K Comments1,772 Shares",18K,Tesco
1212,"With the new Tesco Brand Guarantee, we’ll give you money off your bill, at the till. Checkout with confidence as you’ll never pay more* for your branded shop at Tesco. *No haggling needed.
Find out more: http://tes.co/BrandGuarantee","October 18, 2015","1.1K Comments1,326 Shares5.8M Views",9.4K,Tesco
1214,It's the little extras that help make an Apple and Blackberry Crumble the Sunday centrepiece. tes.co/5I44Wg,"October 18, 2015",20 Comments20 Shares,274,Tesco
1216,"Time to summon the spirit of June 2012. It may get heated, but here’s a Scottish Cranachan Sundae for when cool heads are needed.
http://tes.co/oBQcNn","October 18, 2015",23 Comments47 Shares,962,Tesco
1218,This berry good Apple and Blackberry Crumble makes for a sweet end to your Sunday roast.,"October 18, 2015",64 Comments67 Shares166K Views,836,Tesco
1220,"It's the rugby quarter-finals! This calls for beer and potatoes *loaded* with cheese, crispy bacon, spring onions and sour cream.","October 17, 2015",94 Comments281 Shares51K Views,696,Tesco
1222,"Friends coming round for tonight's big game? Refresh the home crowd during the match with a Welsh Spritzer.
http://tes.co/RpuXmC","October 17, 2015",34 Comments43 Shares,615,Tesco
1224,Egg-cited for the weekend? Treat yourself to Eggy Bread drizzled with honey and a generous handful of fruit.,"October 17, 2015",125 Comments120 Shares929K Views,850,Tesco
1226,"The secret to a seriously spooktacular Halloween? These 8 terrifyingly tasty tips, muahahaha.
http://tes.co/SpookyHalloween","October 16, 2015",354 Comments551 Shares,6.8K,Tesco
1228,"Go on, spice up your weekend with our 10 best Indian fakeaways — it is National Curry Week, after all.
http://tes.co/indianfakeaway","October 16, 2015",124 Comments260 Shares,4.2K,Tesco
1230,"Some things are made for each other. Check out with confidence as your favourite branded shop will never cost more with the Tesco Brand Guarantee.
Find out more here: http://tes.co/BrandGuarantee","October 15, 2015",45 Comments15 Shares246K Views,185,Tesco
1232,"Quick, tasty and packed full of protein. Savour this Salmon Wrap, with no cooking needed.","October 15, 2015",187 Comments248 Shares,4.5K,Tesco
1234,"There may be no Great British Bake Off this week — *sob* — but you can keep the magic alive by attempting these stunning showstoppers...
Ready, set, bake!
http://tes.co/ShowStoppers","October 14, 2015","565 Comments1,094 Shares",12K,Tesco
1236,"Nothing is more comforting than a big bowl of creamy carbonara or perfect penne with herby meatballs.
These enticingly easy dishes are the answer to all your mid-week pasta prayers...
http://tes.co/easypasta","October 13, 2015",250 Comments672 Shares,8K,Tesco
1238,"From perfect purées to seasonal salads, these pumpkin-inspired recipes will leave a Jack o' lantern-style grin on your face.
http://tes.co/pumpkin","October 12, 2015",109 Comments391 Shares,10K,Tesco
1240,"We're excited to tell you about our new Tesco Brand Guarantee. If your branded shop is cheaper at Asda, Morrisons or Sainsbury’s, we'll give you the money off your bill, at the till - making sure you never pay more.
http://tes.co/BrandGuarantee","October 12, 2015","1K Comments1,044 Shares3.3M Views",7.2K,Tesco
1242,Get saucy. Give your Sunday roast gravy the love it deserves with these special ingredients.,"October 11, 2015",21 Comments4 Shares,179,Tesco
1244,"A good gravy makes Sunday roast really special. The trick is to heat, stir, reduce, repeat until it's thickened and packed with flavour.","October 11, 2015",5 Comments8 Shares6.6K Views,46,Tesco
1246,"Today is the day you'll become a brunch master, with this brilliant way to poach an egg.","October 10, 2015","2K Comments2,409 Shares1.1M Views",5.5K,Tesco
1248,"It's a big day for the Welsh boys. Get behind them by starting your day with some delicious Welsh Rarebit.
tes.co/nO0tq6","October 10, 2015",825 Comments647 Shares,16K,Tesco
1250,"Root for the home nations in style, with these differently delicious ways to kick off the games...
tes.co/rugbyworldcup","October 9, 2015",88 Comments132 Shares,5.4K,Tesco
1252,"Get ready for tonight's big game, New Zealand style. Try this delicious Bacon and Egg Pie, inspired by All Blacks supporter Ingrid - it's a guaranteed crowd-pleaser.
http://tes.co/VlnZW9","October 9, 2015",112 Comments185 Shares,2.6K,Tesco
1254,"How to win at lazy evenings: stir your risotto ingredients together, pop them in the oven and *relax*.","October 8, 2015",209 Comments515 Shares549K Views,1.5K,Tesco
1256,"Be smart with your bags.
Set a reminder on your smartphone ahead of the weekly shop. A handy way to remember your bags and avoid the government 5p bag charge.","October 8, 2015",33 Comments7 Shares,47,Tesco
1258,"Great British Bake Off may be over, but the baking shouldn't stop. We've got one last tip from Ian, our Tesco baker, and it's the icing on the cake.","October 8, 2015",89 Comments124 Shares451K Views,681,Tesco
1260,Victory is Nadiya's! Celebrate or commiserate with these adventurous baking recipes. http://realfood.tesco.com/baking.html,"October 7, 2015",106 Comments97 Shares716K Views,1.1K,Tesco
1262,Say goodbye to dull dinner prep by shaking up your garlic peeling skills.,"October 6, 2015",71 Comments128 Shares552K Views,537,Tesco
1264,"Super simple, fast and wallet friendly this traditional bread and butter pudding recipe is comfort in a bowl.","October 5, 2015",18 Comments29 Shares,218,Tesco
1266,"After a fuss-free, flavoursome Monday night meal? We're sure you'll enjoy these Falafel and Beetroot Burgers, with no cooking needed.","October 5, 2015",209 Comments155 Shares,4.6K,Tesco
1268,"Put bags at the top of your list.
The government 5p bag charge starts today. Don't forget to bring your own carrier bags when you pop to the shops.","October 5, 2015","1.2K Comments2,288 Shares",16K,Tesco
1270,"Add extra flavour to your show-stopping roast with these special guests: Garlic, Lemon Zest, Parsley and a sprinkling of Sage.","October 4, 2015",20 Comments18 Shares,300,Tesco
1272,"Here's a great 'pro tip'. For meat that's extra tender and juicy, rest your Sunday roast for 30 minutes after cooking.","October 4, 2015",52 Comments13 Shares224K Views,261,Tesco
1274,"Sign up today for Beat the Street, the fun, family-friendly way to a healthy lifestyle.
Walk, cycle or run around East London to score points and win prizes, as part of our National Charity Partnership between Diabetes UK, the British Heart Foundation and Tesco.
Register here: www.eastlondon.beatthestreet.me","October 2, 2015",72 Comments206 Shares,4.6K,Tesco
1276,"Rugby recipes, assemble!
From studded spuds loaded with cheese and bacon, to lip-licking buffalo wings, these scrum-ptious dishes are easy to tackle tes.co/rugbyworldcup","October 2, 2015",29 Comments49 Shares,806,Tesco
1278,This World Vegetarian Day we challenge you to give these mouth-watering meat-free dishes a go: http://tes.co/easyvegrecipes,"October 1, 2015",130 Comments145 Shares,1.3K,Tesco
1280,"Cream of the crop. If chocolate week on Great British Bake Off didn’t tickle your fancy, why not try making this delicious and versatile cream filling - with a little help from our Tesco baker, Ian.
See the Crème Patisserie recipe Ian talks about on Tesco Real Food: http://tes.co/cremepatisserie","October 1, 2015",16 Comments27 Shares17K Views,81,Tesco
1282,"Create your own Great British Bake off show-stopper. Our master chocolatier recommends icing in a room above twenty degrees, to help you craft something that’s truly out of this world.","September 30, 2015",110 Comments288 Shares,7.5K,Tesco
1284,"BAG YOURSELF A FREE BAG FOR LIFE
The 5p government bag charge starts 5th October. To help you prepare this week we’re giving you a free Bag for Life. Please ask in store for details.","September 30, 2015","642 Comments1,085 Shares",6.5K,Tesco
1286,Mouth-watering Peanut Butter and Banana on Toast. We hope you'll go nuts for this match made in heaven.,"September 30, 2015",601 Comments263 Shares369K Views,2.5K,Tesco
1288,"Happy International Coffee Day — here are 9 unusual ways to use it in recipes.
http://tes.co/TopCoffeeRecipes","September 29, 2015","539 Comments1,735 Shares",17K,Tesco
1290,"Give your aubergines a pizza the action with a little mozzarella, tomatoes and basil to start the week feeling full of vegetable goodness.","September 28, 2015","1.2K Comments5,054 Shares708K Views",14K,Tesco
1292,Try something new. Add a tangy twist to your roast veg by adding a little orange zest.,"September 27, 2015",11 Comments10 Shares,266,Tesco
1294,Add some zing to your roast veg. Grate a little orange zest on roast carrots and parsnips to add a fresh twist to your Sunday roast sides.,"September 27, 2015",12 Comments22 Shares157K Views,230,Tesco
1296,Join rugby fan Danny as he shows us how to host an England-style rugby party at home.,"September 26, 2015",151 Comments183 Shares885K Views,1.1K,Tesco
1298,"Simple and nutritious, this Avocado on Toast will get your day off to a smashing start.","September 26, 2015",93 Comments97 Shares73K Views,906,Tesco
1300,"No Friday night party is complete without crisps, and these ones you can bake yourself in no time.","September 25, 2015",177 Comments857 Shares152K Views,2.7K,Tesco
1302,Savour the flavour of your favourite wine by pairing it with the perfect glass. http://tes.co/oJMAPx,"September 25, 2015",74 Comments82 Shares378K Views,466,Tesco
1304,Join rugby fan Delores as she shows us how she hosts an Argentina-style rugby party at home.,"September 25, 2015",45 Comments50 Shares1.2M Views,498,Tesco
1306,Join rugby fan Ingrid as she shows us how she hosts a New Zealand-style rugby party at home.,"September 24, 2015",113 Comments194 Shares1.6M Views,1K,Tesco
1308,"Tangy marinades, tender meat and fresh, crispy vegetables — grab your chopsticks and tuck into these Chinese fakeaway delights http://tes.co/chinesefakeaways","September 24, 2015",106 Comments216 Shares,3.5K,Tesco
1310,Bake Off's latest episode shows just how much of a technical challenge icing can be. Our Tesco baker Ian is here to share 27 years of baking experience with you.,"September 24, 2015",35 Comments59 Shares198K Views,320,Tesco
1312,Can we tempt you with a Cream Horn? Have a go at Great British Bake Off's patisserie challenge http://tes.co/CreamHorns,"September 23, 2015",126 Comments195 Shares746K Views,1K,Tesco
1314,"These 8 ways to make your mid-week meals in minutes mean less time cooking, more time relaxing http://tes.co/midweekmeals","September 22, 2015","259 Comments1,059 Shares",10K,Tesco
1316,Give your leftover vegetables an eggy twist and turn them into a super satisfying dinner in no time.,"September 21, 2015","643 Comments1,953 Shares507K Views",7.9K,Tesco
1318,"Flour, eggs, a little oil and some milk. Simple.
Getting your Yorkshire Pud right, starts with the mix.
http://tes.co/yLXUIY","September 20, 2015",36 Comments31 Shares,147,Tesco
1320,"Crispy, fluffy and delicious. Tempting as it is, wait 'til your Yorkshire puds are golden brown before opening the oven - get the rise that you deserve.","September 20, 2015",133 Comments107 Shares275K Views,867,Tesco
1322,Join rugby fan Jean-Christophe and his dog as they show us how to host a French-style rugby party.,"September 19, 2015",61 Comments107 Shares1.3M Views,904,Tesco
1324,The toast of the town. Put a spin on a classic and add a little spinach to your baked beans on toast.,"September 19, 2015",54 Comments27 Shares83K Views,431,Tesco
1326,"Get your rugby party started. We've teamed up with fans from around the world to find out how they host at home in France, England, New Zealand and Argentina.
http://tes.co/HfdZGF","September 18, 2015",172 Comments100 Shares3.6M Views,1.5K,Tesco
1328,What we're about to tell you will change everything: you can open a bottle with a piece of card.,"September 18, 2015",359 Comments724 Shares563K Views,3.3K,Tesco
1330,These warm chocolatey mug cakes are so cosy and comforting; the perfect pick-me-up on chilly autumn afternoons tes.co/mugcake,"September 17, 2015",18 Comments23 Shares,197,Tesco
1332,"Steer clear of tear-ible marzipan by using these Great British Bake Off inspired tips from our very own Tesco baker, Ian. Hone your skills at home with this nut-free marzipan recipe: http://tes.co/MeIPpv","September 16, 2015",99 Comments250 Shares906K Views,1K,Tesco
1334,"The best way to celebrate National Cupcake Week? Throw a cupcake baking party with our frosted favourites.
http://tes.co/cupcakes","September 16, 2015",352 Comments692 Shares,14K,Tesco
